"Date","Region","Cases","Fatalities","Hospitalised","GeneralWards","ICU","CurrentHosp","CurrentGW","CurrentICU"
"2020-03-26","FreiburgBrHS",551,9,77,58,17,54,36,18
"2020-03-27","FreiburgBrHS",613,9,92,63,29,68,43,25
"2020-03-28","FreiburgBrHS",613,9,92,63,29,68,43,25
"2020-03-29","FreiburgBrHS",613,9,92,63,29,68,43,25
"2020-03-30","FreiburgBrHS",841,11,98,67,31,68,43,25
"2020-03-31","FreiburgBrHS",910,11,98,67,31,72,46,26
"2020-04-01","FreiburgBrHS",1009,11,98,67,31,72,49,29
"2020-04-02","FreiburgBrHS",1128,15,98,67,31,72,49,29
"2020-04-03","FreiburgBrHS",1222,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-04","FreiburgBrHS",1282,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-05","FreiburgBrHS",1342,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-06","FreiburgBrHS",1398,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-07","FreiburgBrHS",1412,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-08","FreiburgBrHS",1473,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-09","FreiburgBrHS",1569,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-10","FreiburgBrHS",1606,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-11","FreiburgBrHS",1643,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-12","FreiburgBrHS",1680,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-13","FreiburgBrHS",1717,"NA","NA","NA","NA","NA","NA","NA"
"2020-04-14","FreiburgBrHS",1753,27,"NA","NA","NA","NA","NA","NA"
,"FreiburgBrHS",1773,"NA","NA","NA","NA","NA","NA","NA"
"2020-03-30","Baden-Wurttemberg",12334,165,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Bayern",14810,162,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Berlin",2575,13,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Brandenburg",798,2,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Bremen",294,4,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Hamburg",2191,9,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Hessen",3283,17,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Mecklenburg-Vorpommern",366,1,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Niedersachsen",4063,34,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Nordrhein-Westfalen",13225,117,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Rheinland-Pfalz",2726,19,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Saarland",782,7,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Sachsen",1882,12,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Sachsen-Anhalt",680,6,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Schleswig-Holstein",1120,9,"NA","NA","NA","NA","NA","NA"
"2020-03-30","Thuringen",784,6,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Baden-Wurttemberg",13410,197,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Bayern",16497,225,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Berlin",2754,16,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Brandenburg",811,4,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Bremen",311,5,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Hamburg",2311,14,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Hessen",3445,21,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Mecklenburg-Vorpommern",406,3,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Niedersachsen",4382,42,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Nordrhein-Westfalen",14351,134,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Rheinland-Pfalz",288,23,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Saarland",829,8,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Sachsen",2034,17,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Sachsen-Anhalt",750,7,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Schleswig-Holstein",1246,10,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Thuringen",860,6,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Baden-Wurttemberg",13410,197,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Bayern",16497,225,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Berlin",2754,16,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Brandenburg",811,4,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Bremen",311,5,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Hamburg",2311,14,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Hessen",3445,21,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Mecklenburg-Vorpommern",406,3,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Niedersachsen",4382,42,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Nordrhein-Westfalen",14351,134,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Rheinland-Pfalz",288,23,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Saarland",829,8,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Sachsen",2034,17,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Sachsen-Anhalt",750,7,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Schleswig-Holstein",1246,10,"NA","NA","NA","NA","NA","NA"
"2020-04-01","Thuringen",860,6,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Baden-Wurttemberg",14662,241,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Bayern",18496,268,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Berlin",2970,19,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Brandenburg",995,7,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Bremen",327,6,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Hamburg",2406,14,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Hessen",3707,27,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Mecklenburg-Vorpommern",438,3,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Niedersachsen",4695,45,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Nordrhein-Westfalen",15427,161,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Rheinland-Pfalz",3132,26,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Saarland",1020,11,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Sachsen",2183,18,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Sachsen-Anhalt",804,8,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Schleswig-Holstein",1335,11,"NA","NA","NA","NA","NA","NA"
"2020-04-02","Thuringen",925,7,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Baden-Wurttemberg",18641,367,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Bayern",23846,369,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Berlin",3613,24,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Brandenburg",1305,17,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Bremen",394,6,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Hamburg",2945,19,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Hessen",4575,56,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Mecklenburg-Vorpommern",523,5,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Niedersachsen",5712,89,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Nordrhein-Westfalen",18735,245,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Rheinland-Pfalz",3663,32,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Saarland",1385,14,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Sachsen",2741,32,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Sachsen-Anhalt",919,12,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Schleswig-Holstein",1631,18,"NA","NA","NA","NA","NA","NA"
"2020-04-05","Thuringen",1140,10,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Baden-Wurttemberg",19395,387,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Bayern",24974,437,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Berlin",3670,26,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Brandenburg",1345,19,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Bremen",397,8,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Hamburg",2993,19,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Hessen",4674,61,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Mecklenburg-Vorpommern",528,6,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Niedersachsen",5960,92,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Nordrhein-Westfalen",19384,255,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Rheinland-Pfalz",3882,32,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Saarland",1483,14,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Sachsen",2903,34,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Sachsen-Anhalt",956,12,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Schleswig-Holstein",1671,20,"NA","NA","NA","NA","NA","NA"
"2020-04-06","Thuringen",1176,12,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Baden-Wurttemberg",20141,433,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Bayern",26163,481,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Berlin",3845,28,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Brandenburg",1384,20,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Bremen",399,9,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Hamburg",3059,20,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Hessen",4837,73,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Mecklenburg-Vorpommern",531,8,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Niedersachsen",6200,111,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Nordrhein-Westfalen",20220,282,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Rheinland-Pfalz",3992,34,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Saarland",1532,16,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Sachsen",2997,38,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Sachsen-Anhalt",987,12,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Schleswig-Holstein",1730,24,"NA","NA","NA","NA","NA","NA"
"2020-04-07","Thuringen",1208,18,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Baden-Wurttemberg",21603,519,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Bayern",28827,635,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Berlin",4202,37,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Brandenburg",1578,30,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Bremen",445,11,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Hamburg",3320,44,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Hessen",5242,100,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Mecklenburg-Vorpommern",572,11,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Niedersachsen",6804,141,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Nordrhein-Westfalen",21961,384,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Rheinland-Pfalz",4336,50,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Saarland",1693,23,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Sachsen",3261,52,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Sachsen-Anhalt",1075,16,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Schleswig-Holstein",1932,34,"NA","NA","NA","NA","NA","NA"
"2020-04-08","Thuringen",1315,20,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Baden-Wurttemberg",22433,570,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Bayern",30363,703,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Berlin",4349,42,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Brandenburg",1691,37,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Bremen",454,13,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Hamburg",3551,53,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Hessen",5694,111,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Mecklenburg-Vorpommern",586,11,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Niedersachsen",7114,161,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Nordrhein-Westfalen",23028,446,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Rheinland-Pfalz",4440,51,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Saarland",1854,36,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Sachsen",3402,59,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Sachsen-Anhalt",1121,18,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Schleswig-Holstein",2029,38,"NA","NA","NA","NA","NA","NA"
"2020-04-09","Thuringen",1416,14,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Baden-Wurttemberg",23617,622,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Bayern",31453,747,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Berlin",4458,46,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Brandenburg",1764,37,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Bremen",469,15,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Hamburg",3663,56,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Hessen",5808,120,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Mecklenburg-Vorpommern",601,11,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Niedersachsen",7343,171,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Nordrhein-Westfalen",23644,472,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Rheinland-Pfalz",4662,59,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Saarland",2016,41,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Sachsen",3565,65,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Sachsen-Anhalt",1135,18,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Schleswig-Holstein",2065,39,"NA","NA","NA","NA","NA","NA"
"2020-04-10","Thuringen",1435,25,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Baden-Wurttemberg",24078,649,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Bayern",32282,786,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Berlin",4567,50,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Brandenburg",1857,38,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Bremen",480,15,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Hamburg",3742,56,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Hessen",5859,123,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Mecklenburg-Vorpommern",605,11,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Niedersachsen",7602,189,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Nordrhein-Westfalen",24267,495,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Rheinland-Pfalz",4734,64,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Saarland",2058,43,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Sachsen",3600,67,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Sachsen-Anhalt",1166,21,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Schleswig-Holstein",2118,41,"NA","NA","NA","NA","NA","NA"
"2020-04-11","Thuringen",1464,25,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Baden-Wurttemberg",24570,677,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Bayern",33015,820,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Berlin",4601,51,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Brandenburg",1880,38,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Bremen",486,17,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Hamburg",3770,56,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Hessen",6114,135,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Mecklenburg-Vorpommern",618,11,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Niedersachsen",7723,201,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Nordrhein-Westfalen",24883,518,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Rheinland-Pfalz",4810,68,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Saarland",2079,44,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Sachsen",3655,68,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Sachsen-Anhalt",1193,24,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Schleswig-Holstein",2134,44,"NA","NA","NA","NA","NA","NA"
"2020-04-12","Thuringen",1485,47,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Baden-Wurttemberg",25040,711,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Bayern",33569,872,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Berlin",4668,56,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Brandenburg",1916,40,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Bremen",492,20,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Hamburg",3808,59,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Hessen",6183,147,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Mecklenburg-Vorpommern",619,11,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Niedersachsen",7885,211,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Nordrhein-Westfalen",25300,545,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Rheinland-Pfalz",4880,70,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Saarland",2112,52,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Sachsen",3751,70,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Sachsen-Anhalt",1207,25,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Schleswig-Holstein",2164,49,"NA","NA","NA","NA","NA","NA"
"2020-04-13","Thuringen",1504,31,"NA","NA","NA","NA","NA","NA"
